Spend line id,Source row count,Entity,Cluster,Country,Year,L1,L2,Supplier name,Net spend
spend_b87456361ab52ca4,4,Demo UK Operations,North,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 050,35982.04
spend_9d4cb25e2ab4c04e,3,Demo UK Operations,North,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 051,39222.11
spend_72e5a5db661d7df5,3,Demo UK Operations,North,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 052,35829
spend_3ae1ec7a7bbe4ee8,3,Demo UK Operations,North,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 001,20751.61
spend_83e1b980576b434b,6,Demo UK Operations,North,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 002,72258.35
spend_5dcede49ae90739c,4,Demo UK Operations,North,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 003,21874.44
spend_dbe6234fdea2e6f3,3,Demo UK Operations,North,United Kingdom,2025,Facilities,Building maintenance,Demo Supplier 004,23074.63
spend_4d4813a888499ba4,4,Demo UK Operations,North,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 005,18786.76
spend_3c00baf24e5c9807,5,Demo UK Operations,North,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 006,44205.55
spend_f8199142ff0e20c3,4,Demo UK Operations,North,United Kingdom,2025,Facilities,Cleaning and security,Demo Supplier 008,9305.33
spend_af1c04fb40f907ed,4,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 013,16423.79
spend_81e5f2003ef25b40,2,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 014,7227.71
spend_a14fb9818ddbaa08,4,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 015,19182.14
spend_98b261cc8a1fd532,2,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Hardware,Demo Supplier 016,11544.83
spend_0dac85091272f900,4,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 009,40070.86
spend_42a66c721fa43714,4,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 010,36544.93
spend_ef577a6017f57b51,5,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 011,8158.17
spend_a899bc81a0237bc1,6,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Software licensing,Demo Supplier 012,26766.33
spend_7dfa8f4b95894443,2,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 017,5905.08
spend_83795fa13f1a3c04,2,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 018,1407.7
spend_20c1beeabed9a695,3,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 019,20703.99
spend_cfe79cbbcc714a4a,3,Demo UK Operations,North,United Kingdom,2025,IT and telecom,Telecommunications,Demo Supplier 020,18010.52
spend_99de181d5e930bfd,8,Demo UK Operations,North,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 021,56293.09
spend_ad12fd577f61b1b5,2,Demo UK Operations,North,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 022,32781.29
spend_9afe5ee1aeb2fe80,3,Demo UK Operations,North,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 023,19324.65
spend_ea7a286475d09199,6,Demo UK Operations,North,United Kingdom,2025,Logistics,Freight and courier,Demo Supplier 024,41414.78
spend_5497013fea287404,1,Demo UK Operations,North,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 045,6817.78
spend_4796008f51046816,4,Demo UK Operations,North,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 046,28810.25
spend_d746c477a7410d0c,4,Demo UK Operations,North,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 047,34770.11
spend_c489bdea6603409f,1,Demo UK Operations,North,United Kingdom,2025,Marketing,Advertising and media,Demo Supplier 048,1305.66
spend_a696b906e65bd905,2,Demo UK Operations,North,United Kingdom,2025,Office,Office supplies,Demo Supplier 053,3328.18
spend_a214708377d74b4c,4,Demo UK Operations,North,United Kingdom,2025,Office,Office supplies,Demo Supplier 054,1866.42
spend_f05598345ae13d39,5,Demo UK Operations,North,United Kingdom,2025,Office,Office supplies,Demo Supplier 055,10022.54
spend_8ce9acee42958b53,2,Demo UK Operations,North,United Kingdom,2025,Office,Office supplies,Demo Supplier 056,4689.27
spend_e75393b85ae15829,1,Demo UK Operations,North,United Kingdom,2025,People,Recruitment,Demo Supplier 033,8502.24
spend_d75626bc1078304b,1,Demo UK Operations,North,United Kingdom,2025,People,Recruitment,Demo Supplier 034,11595.21
spend_87febfe4c941a307,3,Demo UK Operations,North,United Kingdom,2025,People,Recruitment,Demo Supplier 035,13576.83
spend_cabf787228fea54c,1,Demo UK Operations,North,United Kingdom,2025,People,Recruitment,Demo Supplier 036,2978.54
spend_7ce1010a512b8edf,7,Demo UK Operations,North,United Kingdom,2025,People,Temporary labour,Demo Supplier 041,33745.18
spend_ece114f8596e3ae2,2,Demo UK Operations,North,United Kingdom,2025,People,Temporary labour,Demo Supplier 042,18073.92
spend_663b661ad29b1d99,5,Demo UK Operations,North,United Kingdom,2025,People,Temporary labour,Demo Supplier 043,74435.55
spend_92647b0eeb5ae3ca,5,Demo UK Operations,North,United Kingdom,2025,People,Temporary labour,Demo Supplier 044,57651.19
spend_ae466a4d077571ec,1,Demo UK Operations,North,United Kingdom,2025,People,Training,Demo Supplier 037,536.97
spend_53ef951b716896ec,3,Demo UK Operations,North,United Kingdom,2025,People,Training,Demo Supplier 038,2601.66
spend_48dd22241b5af9b1,5,Demo UK Operations,North,United Kingdom,2025,People,Training,Demo Supplier 039,5934.08
spend_fecd6129e77cbf32,2,Demo UK Operations,North,United Kingdom,2025,People,Training,Demo Supplier 040,5274.86
spend_d882783be26290df,5,Demo UK Operations,North,United Kingdom,2025,Professional services,Consulting,Demo Supplier 025,71670.21
spend_c213f8e4fddb7dfb,13,Demo UK Operations,North,United Kingdom,2025,Professional services,Consulting,Demo Supplier 026,142198.84
spend_934807ba32d212ff,6,Demo UK Operations,North,United Kingdom,2025,Professional services,Consulting,Demo Supplier 027,60972.58
spend_7b677bcbc0172e96,5,Demo UK Operations,North,United Kingdom,2025,Professional services,Consulting,Demo Supplier 028,76247.99
spend_8b4ca552a400590f,3,Demo UK Operations,North,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 029,25469.73
spend_2b0c6b52e02b3616,4,Demo UK Operations,North,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 031,27809.78
spend_78c7baa7f796b0bd,3,Demo UK Operations,North,United Kingdom,2025,Professional services,Legal and audit,Demo Supplier 032,36370.22
spend_558d38d7f05b3a6e,3,Demo UK Operations,North,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 049,35240.03
spend_bcc90f3ff3f98210,2,Demo UK Operations,North,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 050,7899.07
spend_fd22aa87bec51735,4,Demo UK Operations,North,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 051,28486.46
spend_56960d9e6f93a7d1,1,Demo UK Operations,North,United Kingdom,2025,Utilities,Electricity and gas,Demo Supplier 052,8776.43
spend_2075efa57d974311,2,Demo Western Services,West,France,2024,Facilities,Building maintenance,Demo Supplier 001,10501.22
spend_5b8ab2dae5db09e4,3,Demo Western Services,West,France,2024,Facilities,Building maintenance,Demo Supplier 002,10345.55
spend_9c93ebf3bcda77ff,6,Demo Western Services,West,France,2024,Facilities,Building maintenance,Demo Supplier 003,66860.97
spend_2a4d5ac6ff468ef6,6,Demo Western Services,West,France,2024,Facilities,Building maintenance,Demo Supplier 004,45155.2
spend_1b456fd4991920ad,5,Demo Western Services,West,France,2024,Facilities,Cleaning and security,Demo Supplier 005,12356.31
spend_9fd398d5432a371c,2,Demo Western Services,West,France,2024,Facilities,Cleaning and security,Demo Supplier 006,11483.2
spend_65499992f45fb195,3,Demo Western Services,West,France,2024,Facilities,Cleaning and security,Demo Supplier 007,23053.85
spend_d6d72ba4af8f3d62,6,Demo Western Services,West,France,2024,Facilities,Cleaning and security,Demo Supplier 008,14405.74
spend_9444c18b805feecc,5,Demo Western Services,West,France,2024,IT and telecom,Hardware,Demo Supplier 013,18392.33
spend_fe4de2ef51167bb2,3,Demo Western Services,West,France,2024,IT and telecom,Hardware,Demo Supplier 014,13934.98
spend_56739ea19a6e98a9,2,Demo Western Services,West,France,2024,IT and telecom,Hardware,Demo Supplier 015,9799.45
spend_25d8ef522fd39eb1,1,Demo Western Services,West,France,2024,IT and telecom,Hardware,Demo Supplier 016,9826.06
spend_532b9b57845436ea,4,Demo Western Services,West,France,2024,IT and telecom,Software licensing,Demo Supplier 009,26128.15
spend_35138dfa2306b3be,4,Demo Western Services,West,France,2024,IT and telecom,Software licensing,Demo Supplier 010,21638.47
spend_b73b6ce4828b3ffe,6,Demo Western Services,West,France,2024,IT and telecom,Software licensing,Demo Supplier 011,26255.56
spend_0ebe0acf33ac93b6,4,Demo Western Services,West,France,2024,IT and telecom,Software licensing,Demo Supplier 012,19501.24
spend_7c41271b9b3a3661,7,Demo Western Services,West,France,2024,IT and telecom,Telecommunications,Demo Supplier 017,25394.58
spend_ab66b7bd9dc40f59,3,Demo Western Services,West,France,2024,IT and telecom,Telecommunications,Demo Supplier 018,14325.36
spend_9f7c305f2869ca84,2,Demo Western Services,West,France,2024,IT and telecom,Telecommunications,Demo Supplier 019,6753.57
spend_8eceb9848066f872,3,Demo Western Services,West,France,2024,IT and telecom,Telecommunications,Demo Supplier 020,11110.97
spend_83aace755509740d,4,Demo Western Services,West,France,2024,Logistics,Freight and courier,Demo Supplier 021,12582.31
spend_4beec7983e1c37be,3,Demo Western Services,West,France,2024,Logistics,Freight and courier,Demo Supplier 022,15478.19
spend_564c59c35632209f,5,Demo Western Services,West,France,2024,Logistics,Freight and courier,Demo Supplier 023,44150.88
spend_2e0b99d7d028de43,6,Demo Western Services,West,France,2024,Logistics,Freight and courier,Demo Supplier 024,74829.74
spend_1bd2084452d0475b,3,Demo Western Services,West,France,2024,Marketing,Advertising and media,Demo Supplier 045,10871.14
spend_3d906fe163a0de30,1,Demo Western Services,West,France,2024,Marketing,Advertising and media,Demo Supplier 046,8742.97
spend_3fcdfc678c506b4f,2,Demo Western Services,West,France,2024,Marketing,Advertising and media,Demo Supplier 047,-879.1
spend_a62aa51febaa075d,4,Demo Western Services,West,France,2024,Marketing,Advertising and media,Demo Supplier 048,38399.91
spend_a6aefbd6ed999e57,8,Demo Western Services,West,France,2024,Office,Office supplies,Demo Supplier 053,7834.07
spend_46ee1c23d3f3311f,3,Demo Western Services,West,France,2024,Office,Office supplies,Demo Supplier 054,4223.48
spend_91b843e29318be60,5,Demo Western Services,West,France,2024,Office,Office supplies,Demo Supplier 055,4242.87
spend_3683dfe39ea0da77,4,Demo Western Services,West,France,2024,Office,Office supplies,Demo Supplier 056,4442.19
spend_fd47d3157b059cdc,3,Demo Western Services,West,France,2024,People,Recruitment,Demo Supplier 033,11805.36
spend_9faebdfde19a747a,5,Demo Western Services,West,France,2024,People,Recruitment,Demo Supplier 034,31345.24
spend_89d96dda88e7f50a,6,Demo Western Services,West,France,2024,People,Recruitment,Demo Supplier 035,46697.63
spend_6f10a5db43342283,2,Demo Western Services,West,France,2024,People,Recruitment,Demo Supplier 036,17046.62
spend_0d9131818c2137b5,2,Demo Western Services,West,France,2024,People,Temporary labour,Demo Supplier 042,22360.39
spend_107eee66e97aacfc,3,Demo Western Services,West,France,2024,People,Temporary labour,Demo Supplier 043,13877.74
spend_6fcef22d1a91ff81,3,Demo Western Services,West,France,2024,People,Temporary labour,Demo Supplier 044,34509.98
spend_e583d3a8d3be9da6,1,Demo Western Services,West,France,2024,People,Training,Demo Supplier 037,-261.87
spend_0f83f37f4d7372ea,6,Demo Western Services,West,France,2024,People,Training,Demo Supplier 038,18298.65
spend_1a559a3cf3208191,5,Demo Western Services,West,France,2024,People,Training,Demo Supplier 039,11504.92
spend_6954659ff10b36c4,3,Demo Western Services,West,France,2024,People,Training,Demo Supplier 040,12266.58
spend_7d4d8f53d59bbe15,5,Demo Western Services,West,France,2024,Professional services,Consulting,Demo Supplier 025,69332.85
spend_d3d64d8e9bea868a,8,Demo Western Services,West,France,2024,Professional services,Consulting,Demo Supplier 026,38924.18
spend_01e33f2f7233df78,1,Demo Western Services,West,France,2024,Professional services,Consulting,Demo Supplier 027,5089.41
spend_bce3f0bd57064176,3,Demo Western Services,West,France,2024,Professional services,Consulting,Demo Supplier 028,26569.27
spend_be3687878dc893c7,1,Demo Western Services,West,France,2024,Professional services,Legal and audit,Demo Supplier 029,1158.15
spend_77cb0c184b6a7db2,2,Demo Western Services,West,France,2024,Professional services,Legal and audit,Demo Supplier 030,28303.08
spend_446f6865aac7857c,3,Demo Western Services,West,France,2024,Professional services,Legal and audit,Demo Supplier 031,18747.35
spend_fd994348231cc2b1,1,Demo Western Services,West,France,2024,Professional services,Legal and audit,Demo Supplier 032,1687.95
spend_18604b858a5e8fa6,3,Demo Western Services,West,France,2024,Utilities,Electricity and gas,Demo Supplier 049,19178.28
spend_a6d5ac04ef0a87e3,2,Demo Western Services,West,France,2024,Utilities,Electricity and gas,Demo Supplier 050,-2082.26
spend_af2f6d994205f6b2,3,Demo Western Services,West,France,2024,Utilities,Electricity and gas,Demo Supplier 051,41101.84
spend_e9e5a6d92f532437,4,Demo Western Services,West,France,2024,Utilities,Electricity and gas,Demo Supplier 052,31482.81
spend_14e22aaecd810720,2,Demo Western Services,West,France,2025,Facilities,Building maintenance,Demo Supplier 001,9882.67
spend_984636068129381e,3,Demo Western Services,West,France,2025,Facilities,Building maintenance,Demo Supplier 002,13701.09
spend_2d1d6f1294920ba6,4,Demo Western Services,West,France,2025,Facilities,Building maintenance,Demo Supplier 003,20909.56
spend_fd8bd1eb51d4db48,4,Demo Western Services,West,France,2025,Facilities,Building maintenance,Demo Supplier 004,33134.95
spend_d388ba1d1603a889,7,Demo Western Services,West,France,2025,Facilities,Cleaning and security,Demo Supplier 005,39582.97
spend_28e1c5dba81408f2,5,Demo Western Services,West,France,2025,Facilities,Cleaning and security,Demo Supplier 006,17579.54
spend_fb7f1d314b24dfbe,6,Demo Western Services,West,France,2025,Facilities,Cleaning and security,Demo Supplier 007,16030.87
spend_48ef529a930e2451,5,Demo Western Services,West,France,2025,Facilities,Cleaning and security,Demo Supplier 008,15568.58
spend_d978c743fe4419e3,1,Demo Western Services,West,France,2025,IT and telecom,Hardware,Demo Supplier 013,11708.96
spend_e0c790de5f9c2549,5,Demo Western Services,West,France,2025,IT and telecom,Hardware,Demo Supplier 014,34056.49
spend_27ad7f38bea3c6c0,1,Demo Western Services,West,France,2025,IT and telecom,Hardware,Demo Supplier 015,14188.89
spend_afe122bff19b0844,3,Demo Western Services,West,France,2025,IT and telecom,Hardware,Demo Supplier 016,24208.48
spend_84aea91cb7b0a51d,5,Demo Western Services,West,France,2025,IT and telecom,Software licensing,Demo Supplier 009,25114.16
spend_8165b90d601dcbe6,7,Demo Western Services,West,France,2025,IT and telecom,Software licensing,Demo Supplier 010,19163.82
spend_ee6bebdb9a69b7cd,5,Demo Western Services,West,France,2025,IT and telecom,Software licensing,Demo Supplier 011,28559.13
spend_9888a1d7409c3aa0,3,Demo Western Services,West,France,2025,IT and telecom,Software licensing,Demo Supplier 012,18414.69
spend_aff6c6f7e52c26e7,4,Demo Western Services,West,France,2025,IT and telecom,Telecommunications,Demo Supplier 017,18230.79
spend_f1828bf4d1d7ad96,6,Demo Western Services,West,France,2025,IT and telecom,Telecommunications,Demo Supplier 018,28152.04
spend_60d58600e91512e9,4,Demo Western Services,West,France,2025,IT and telecom,Telecommunications,Demo Supplier 019,25958.35
spend_6e2ee7fa89907692,5,Demo Western Services,West,France,2025,Logistics,Freight and courier,Demo Supplier 021,63869.67
spend_6e618cb9a222b6f1,4,Demo Western Services,West,France,2025,Logistics,Freight and courier,Demo Supplier 022,16060.91
spend_f42325281b931f8a,5,Demo Western Services,West,France,2025,Logistics,Freight and courier,Demo Supplier 023,77421.88
spend_84b165ec28db62a1,3,Demo Western Services,West,France,2025,Logistics,Freight and courier,Demo Supplier 024,45272.33
spend_40f449c24dff3bf5,1,Demo Western Services,West,France,2025,Marketing,Advertising and media,Demo Supplier 045,1248.19
spend_0940a5b130df0b72,5,Demo Western Services,West,France,2025,Marketing,Advertising and media,Demo Supplier 046,18189.02
spend_1b148b26ec24d987,1,Demo Western Services,West,France,2025,Marketing,Advertising and media,Demo Supplier 047,8025.2
spend_7f68771c18c80e2c,5,Demo Western Services,West,France,2025,Marketing,Advertising and media,Demo Supplier 048,24153.26
spend_6b7d40826c75ba81,5,Demo Western Services,West,France,2025,Office,Office supplies,Demo Supplier 053,5071.15
spend_c828ee891515f09e,6,Demo Western Services,West,France,2025,Office,Office supplies,Demo Supplier 054,11699.2
spend_a1c244a299594ef9,3,Demo Western Services,West,France,2025,Office,Office supplies,Demo Supplier 055,2608.97
spend_ca84c7995b8fe8ce,3,Demo Western Services,West,France,2025,Office,Office supplies,Demo Supplier 056,2610.86
spend_d6160eaa82cf3c66,7,Demo Western Services,West,France,2025,People,Recruitment,Demo Supplier 033,33533.27
spend_840dc4aa7c0de654,5,Demo Western Services,West,France,2025,People,Recruitment,Demo Supplier 034,19557.06
spend_af9f272be22e8fd8,3,Demo Western Services,West,France,2025,People,Recruitment,Demo Supplier 035,13605.2
spend_aec4951a5a10d18b,1,Demo Western Services,West,France,2025,People,Recruitment,Demo Supplier 036,3268.89
spend_c9d79c915f22a874,1,Demo Western Services,West,France,2025,People,Temporary labour,Demo Supplier 041,10847.44
spend_1c404eb5aedef422,3,Demo Western Services,West,France,2025,People,Temporary labour,Demo Supplier 042,21003.3
spend_e273806d6df59814,5,Demo Western Services,West,France,2025,People,Temporary labour,Demo Supplier 043,30473.95
spend_b5cd619641ce8a81,4,Demo Western Services,West,France,2025,People,Temporary labour,Demo Supplier 044,21443.06
spend_538c9f79c3bd9942,5,Demo Western Services,West,France,2025,People,Training,Demo Supplier 037,5542.08
spend_fb524b4d943d1365,3,Demo Western Services,West,France,2025,People,Training,Demo Supplier 038,5139.35
spend_8f78568e3803dac5,2,Demo Western Services,West,France,2025,People,Training,Demo Supplier 039,4716.34
spend_d682bd6879cdf9c5,1,Demo Western Services,West,France,2025,People,Training,Demo Supplier 040,4134.03
spend_811651d70987605f,9,Demo Western Services,West,France,2025,Professional services,Consulting,Demo Supplier 025,132021.45
spend_091f8053d8c4b4de,4,Demo Western Services,West,France,2025,Professional services,Consulting,Demo Supplier 026,43489.1
spend_7a874d8ca50a9839,1,Demo Western Services,West,France,2025,Professional services,Consulting,Demo Supplier 027,14347.84
spend_4e1d62600ef454f0,1,Demo Western Services,West,France,2025,Professional services,Consulting,Demo Supplier 028,17973.88
spend_2d9eaf22efce2c0e,4,Demo Western Services,West,France,2025,Professional services,Legal and audit,Demo Supplier 030,68968.72
spend_afa87aa4b4883216,1,Demo Western Services,West,France,2025,Professional services,Legal and audit,Demo Supplier 031,1692.45
spend_1ee5adfa8ecb4f06,2,Demo Western Services,West,France,2025,Professional services,Legal and audit,Demo Supplier 032,11471.79
spend_0146245dd9acd92b,3,Demo Western Services,West,France,2025,Utilities,Electricity and gas,Demo Supplier 049,22485.51
spend_5b2cc5b5271b9a7a,4,Demo Western Services,West,France,2025,Utilities,Electricity and gas,Demo Supplier 050,43711.33
spend_1bbd701747daa2f0,2,Demo Western Services,West,France,2025,Utilities,Electricity and gas,Demo Supplier 051,25734.68
spend_0ec4d0e140922fae,4,Demo Western Services,West,France,2025,Utilities,Electricity and gas,Demo Supplier 052,22282.36
